,sn,command,date,crash_time,report_time,arrival_time,response_time,route,location,vehicle_no,vehicle_type,vehicle_cat,vehicle_make,vehicle_model,fleet_operator,name_of_driver,dl_no,causes,no_injured_male_adult,no_injured_female_adult,no_injured_male_child,no_injured_female_child,total_injured,no_killed_male_adult,no_killed_female_adult,no_killed_male_child,no_killed_female_child,total_killed,no_involved_male_adult,no_involved_female_adult,no_involved_male_child,no_involved_female_child,total_involved
172,6,RS11.22,24/05/2017,1620,1624,1628,4,OWO - T/SHIP,KM 3 IMADE COLLEGE,JJJ 738 XG & NO NOS,TRK & BIKE,2 COM,DAF & BAJAJ,TRK & BOXERS,,,,DGD,2,0,0,0,2,0,0,0,0,0,3,0,0,0,3
173,7,RS11.22,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,8,RS11.22,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,1,RS11.23,04/05/2017,0920,0921,0923,2,IKR - T/SHIP,2O M  WEMA BANK OPP FRSC BASE IKR,QX 10 AKD,BIKE,COM,HAOJUE,SUZUKI,,,,BFL,2,0,0,0,2,0,0,0,0,0,3,0,0,0,3
177,2,RS11.23,06/05/2017,0330,0334,0337,3,IKR - OWO,KM 02 SHAKUME ,XA 860 CRC,BUS,COM,FIAT,J5,,,,SPV,1,1,0,0,2,0,0,0,0,0,9,1,0,0,10
178,3,RS11.23,06/05/2017,1130,1133,1139,6,IKR - OWO,KM 21 OPP MTN MAST,AKR 10 MS,CAR,PVT,TYT,CAMRY,,,,SPV,1,0,0,0,1,0,0,0,0,0,2,3,0,0,5
179,4,RS11.23,07/05/2017,0705,0709,0721,12,IKR - ISUA,KM 18 OKIA HILL,DJA 02 XA,TRK,COM,MAN DIESEL,TRK,,,,BFL,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2
180,5,RS11.23,07/05/2017,1143,1144,1146,2,IKR - OWO,KM 02 SHAKUME BRIDGE ,MKA 411 YJ,BUS,COM,FIAT,J5,,,,SPV,1,1,0,0,2,0,0,0,0,0,1,1,0,0,2
181,6,RS11.23,13/05/2017,0320,0323,0336,13,IKR - AJW,KM 19 GEDEGEDE BRIDGE,ABJ 872 YJ,BUS,COM,TYT,HIACE ,,,,SPV,6,0,1,0,7,10,0,2,0,12,16,0,3,0,19
182,7,RS11.23,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,1,RS11.24,07/05/2017,2200,2202,2208,6,OND - T/SHIP,KM 04 OGBODU STREET ODOTU,LND 812 QB,BIKE,COM,BAJAJ,BOXERS,,,,SPV,0,0,0,0,0,0,1,0,0,1,1,1,0,0,2
185,2,RS11.24,11/05/2017,0730,0732,0740,8,OND - IFE,KM 5 PELE,LND 865 BP & NO NOS,CAR & BIKE,PVT & COM,TYT & JINCHANG,CARINA & BIKE,,,,SPV & DGD,1,0,0,0,1,1,0,0,0,1,3,0,0,0,3
186,3,RS11.24,11/05/2017,1723,1725,1740,15,OND - IFE,KM 13 PELE,ND 865 LSD & GKB 701 QA,CAR & BIKE,PVT & COM,TYT & HAOJUE,CAMRY & HONDA,,,,SPV & DGD,1,0,0,0,1,1,0,0,0,1,3,0,0,0,3
187,4,RS11.24,16/05/2017,0830,0850,0904,14,OND - ORE,KM 9 LIYETU,FKJ 428 XQ,CAR,COM,MAZDA,CARINA & BIKE,,,,SPV & LOC,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
188,5,RS11.24,16/05/2017,1330,1333,1345,12,OND - ORE,KM 8 IGBADO ,"LSD 467 XC, LSR 562 BB & XA 715 KLK",2 TRK & JEEP,2 COM & PVT,"DAF, LEXUS & MAN DISEAL",2 TRK & JEEP,,,,SPV & LOC,2,1,0,0,3,0,0,0,0,0,3,1,0,0,4
189,6,RS11.24,23/05/2017,0900,0902,0912,10,OND - ORE,KM 7 INDICO AXIS,PKM 246 XA & QZ 188 RE,TRL & BIKE,2 COM,DAF &  HAOJUE,TRL & SUZUKI,,,,SPV,1,0,0,0,1,0,0,0,0,0,4,0,0,0,4
190,7,RS11.24,27/05/2017,0545,0547,0553,6,OND - ORE,KM 3 IFE R/ABOUT,APP 873 XJ ,BUS,COM,V/WAGEN,BUS,,,,SPV & LOC,3,5,0,0,8,0,0,0,0,0,9,17,0,0,26
191,8,RS11.24,29/05/2017,2120,2122,2136,14,OND - ORE,KM 12 IGBADO,BDR 789 AA & EKY 935 AQ,JEEP & CAR,2 PVT,NISSAN & V/WAGEN,PATHFINDER & GOLF,,,,SPV,4,1,0,0,5,0,0,0,0,0,4,1,0,0,5
193,1,RS11.25,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,1,RS11.2,01/06/2017,2015,2020,2025,5,AKR - IPT,KM 12 ERO,NO NOS & NOS NOT SEEN,2 BUS,2 COM,TYT & FIAT,HIACE & DUCATO,,,,DGD,2,0,0,0,2,1,0,0,0,1,3,0,0,0,3
204,2,RS11.2,06/06/2017,1740,1745,1750,5,AKR - OWO,KM 3 QUARTER GUARD AREA,"RSH 34 FM, JTA 252 XA & NO NOS","JEEP, CAR & BIKE",PVT & 2 COM,"PATHFINDER, NISSAN & BAJAJ","JEEP, ALMERA & BIKE",,,,"DGD, WOV & SPV",2,0,1,1,4,0,0,0,0,0,6,0,1,1,8
205,3,RS11.2,07/06/2017,2140,2144,2154,10,AKR - ADO,KM 1 NEAR IGOBA JUNCT,LSR 736 CZ & BEN 349 DY,CAR & CAR,2 PVT,TYT & M/BENZ,CAMRY & FOMATIC,,,,DGD,3,0,1,0,4,0,0,0,0,0,3,0,1,0,4
206,4,RS11.2,10/06/2017,0120,0130,0135,5,AKR - OWO,KM 1 ROAD BLOCK,FKJ 240 XC & LSD 715 FG,BUS & CAR,COM & PVT,TYT & HONDA,HIACE & ACCORD,,,,DGD,3,1,0,0,4,0,0,0,0,0,7,3,0,0,10
207,5,RS11.2,16/06/2017,1910,1917,1927,10,AKR - OWO,KM 20 OGBESE VILLAGE,RSH 464 ZA & AJA 670 AA,BUS & CAR,COM & PVT,TYT &  NISSAN,HIACE & SUNNY,,,,SPV & FTQ,11,1,0,0,12,1,0,0,0,1,14,1,0,0,15
209,1,RS11.21,04/06/2017,0915,0935,0955,20,ORE - BEN,KM 22 ASEJIRE VILLAGE,XB 334 LEH & FKJ 473 XD,BUS & TRL,2 COM,TYT & MACK,HIACE & TRL,,,,SPV,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
210,2,RS11.21,04/06/2017,1115,1135,1155,20,ORE - OND,KM 20 AJUE AXIS,"FST 585 XF, APP 543 XD & FKY 461 BX",2 TRK & BUS,2 COM & PVT,"MAN DIESEL, SCANIA & TYT","TRK, TRK & PICNIC",,,,SPV,1,0,0,1,2,2,2,0,0,4,3,2,0,1,6
212,1,RS11.22,04/06/2017,1358,1359,1400,1,OWO - AKR,KM 3 ISUADA JUCNT.,XG 254 KT & XC 470 BAU,TRK & BUS,2 COM,M/BENZ & FIAT,TRK & DUCATOMAXI,,,,MDV & SPV,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5
213,2,RS11.22,11/06/2017,1433,1440,1442,2,OWO - AKR,KM 8 B/4 EMURE VILLAGE,XD 886 GNN & FFN 323 XA,2 CAR,2 COM,2 V/WAGEN,2 GOLF ,,,,"DGD, BRD",1,0,0,0,1,1,0,0,0,1,6,0,0,0,6
214,3,RS11.22,16/06/2017,1700,1717,1727,10,OWO - AKR,KM 10 AMURIN VILLAGE,"BEN 139 HT, FKJ 432 HQ & 07DO500",2 CAR & P/UP,2 PVT & GOV,"BENZ, V/WAGEN & TYT","C230, GOLF & HILUX",,,,OBS & SPV,0,2,0,0,2,0,0,0,0,0,3,5,0,0,8
216,1,RS11.23,10/06/2017,2240,2253,2259,6,IKR - OWO,KM  2 ODORUWA BRIDGE IKR,DBT 293 XA,TRL,COM,HOWO,TRL,DANGOTE,,,SPV,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2
217,2,RS11.23,11/06/2017,0920,0925,0937,12,IKR - ISUA,KM 18 OKE OKA,NO NOS,TRL,COM,MACK,TRL,,,,BFL,4,0,0,0,4,0,1,0,1,2,4,1,0,1,6
218,3,RS11.23,13/06/2017,0300,0310,0327,17,IKR - ISUA,KM 19 OKIA VALLEY,NO NOS,TRL,COM,IVECO,TRL,,,,BFL & LOC,2,0,0,0,2,2,0,0,0,2,4,0,0,0,4
219,4,RS11.23,14/06/2017,1320,1321,1323,2,IKR - ISUA,KM 19 OKE OKA,BDG 93 XC,TRK,COM,SCANIA,TRK,,,,BFL,2,0,0,0,2,0,0,0,0,0,4,0,0,0,4
220,5,RS11.23,24/06/2017,1435,1441,1455,14,IKR - ISUA,KM 21 OKIA HILL,KMC 592 ZB,TRL,COM,MACK,TRL,,,,SPV,1,0,0,0,1,0,0,0,0,0,4,0,0,0,4
221,6,RS11.23,25/06/2017,1635,1641,1655,14,IKR - ISUA,KM 5 ADELOJU VILLAGE IBOROPA,JJJ 627 BF,CAR,PVT,TYT,CAMRY,,,,SPV,3,0,0,0,3,1,0,0,0,1,4,0,0,0,4
222,7,RS11.23,28/06/2017,1355,1356,1359,3,IKR - AJW,KM 6 OPP CMRD ADETUJI HOSE ERUSU AKOKO,MUS 154  XA,BUS,COM,TYT,HIACE,,,,SPV,0,3,0,0,3,0,0,0,0,0,1,7,0,0,8
224,1,RS11.24,12/06/2017,0735,0737,0746,9,OND - ORE,KM 7 AHOYAYA,FST 765 AZ & SMK 508 QB,CAR & BIKE,PVT & COM,NISSAN & HAOJUE,PRIEMERA & SUZUKI,,,,UPD & LOC,3,0,0,0,3,0,0,0,0,0,4,0,0,0,4
225,2,RS11.24,12/06/2017,1915,1917,1926,9,OND - ORE,KM 5 CATHOLIC JUNCT.,AGL 253 EA & FFF 750 VP,CAR & BIKE,PVT & COM,HYUNDAI & BAJAJ,ACCENTRAL & BOXERS,,,,SPV,3,0,0,0,3,0,0,0,0,0,4,0,0,0,4
227,1,RS11.25,13/06/2017,0430,0432,0435,3,IFON - OWO,KM 0.5 OPP BASIC HEALTH CENTRE IFON,ACA 530 XT,TRK,COM,M/BENZ,911,,,,SPV & DGD,1,0,0,0,1,1,0,0,0,1,3,0,0,0,3
228,2,RS11.25,17/06/2017,1635,1640,1645,5,IFON - OWO,KM 1 GOSSON FILLING STATION,EF 629 SMK,BUS,PVT,TYT,SIENNA,,,,TBT,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
229,3,RS11.25,28/06/2017,1148,1150,1152,2,IFON - BEN,KM 1/2 AFTER AJEGUNLE JUNCT,UML 346 QC,BIKE,COM,DAYLONG,BIKE,,,,SPV,0,0,0,0,0,1,0,0,0,1,2,0,0,0,2
241,1,RS11.2,02/07/2017,0650,0700,0705,5,AKR - IPT,KM 02 ACAD,NO NOS,BIKE,COM,BAJAJ,BIKE,,,,SPV,1,1,0,0,2,0,0,0,0,0,1,1,0,0,2
242,2,RS11.2,05/07/2017,1230,1235,1240,5,AKR - OWO,KM 03  BABALOLA JUNCTION,"QV 606 MUS, SGM 724 WF & JTA 77 AA",2 BIKE & CAR,2 COM & PVT,"JINCHENG, BAJA & MAZDA",2 BIKE & 626,,,,SPV,1,0,0,0,1,1,0,0,0,1,4,0,0,0,4
243,3,RS11.2,05/07/2017,1846,1850,1855,5,AKR - OWO,KM 01 SEBI JUNCTION,HIT & RUN,HIT & RUN,HIT & RUN,HIT & RUN,HIT & RUN,,,,SPV,0,0,0,0,0,1,0,0,0,1,2,0,0,0,2
244,4,RS11.2,06/07/2017,0710,0715,0720,5,AKR - OND,KM11 MILITARY BRIGADE JUNCTION,KJA 809 BT & NO NOS,CAR & BIKE,PVT & COM,TYT & HAOJUE,COROLLA & SUZUKI,,,,SPV & DGD,1,0,0,0,1,1,0,0,0,1,2,0,0,0,2
245,5,RS11.2,10/07/2017,1640,1700,1715,15,AKR - OND,KM 11 OLOKUTA PRISON AREA,ABJ 325 AQ & FC 534 LSR,2 CAR,2 PVT,TYT & V/WAGEN,CAMRY & GOLF,,,,WOV,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3
246,6,RS11.2,12/07/2017,1805,1810,1815,5,AKR - OWO,KM 7.5 FGGC,XB 566 KAK & 3 NO NOS,"2 BUS, VAN & BIKE",4 COM,"TYT, SHERPA, RANGE & OXERS","HIACE, BUS, ROVER & BIKE",,,,"SPV, DGD",1,0,0,0,1,1,0,0,0,1,4,0,0,0,4
247,7,RS11.2,22/07/2017,2028,2031,2035,4,AKR - OWO,KM 2,APP 661 DL & RUW 72 XA,2 CAR,PVT & COM,M/BENZ & V/W,4MATIC & GOLF,,,,SPV & DGD,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3
248,8,RS11.2,26/07/2017,1100,1110,1117,2,AKR - IPT,KM 3.5 IBULE,FKJ 774 DC & AKR 528 TE,2 CAR,2 PVT,TYT & MIST,CAMRY & GALANT,,,,SPV,1,1,2,1,5,0,0,0,0,0,2,1,2,1,6
250,1,RS11.21,01/07/2017,1617,1634,1655,21,ORE - BEN,KM 26 GILLVANT QUARRY FRM ORE,JJJ 963 XR & XA 724 KLK,BUS &  CAR,2 COM,TYT & FREIGHTLINER,HIACE & CAR,,,,SPV,4,0,0,0,4,0,0,0,0,0,8,6,0,0,14
251,2,RS11.21,04/07/2017,0644,0723,0733,10,ORE - LAG,KM 17 OLUWA BRIDGE,EPE 610 XL & APP 638 DC,TRL & CAR,2 COM,DAF & VOLVO,TRL @ AMBULANCE,,,,SPV & BFL,1,2,0,0,3,1,1,0,0,2,2,3,0,0,5
252,3,RS11.21,05/07/2017,1113,1119,1123,4,ORE - BEN,KM 02 AZOP BRIDGE,FST 75 DJ & LND 778 AQ,BUS &  CAR,2 PVT,TYT & V/WAGEN,SIENNA & GOLF,,,,SPV & DOT,0,1,0,0,1,0,1,0,0,1,4,5,0,0,9
253,4,RS11.21,08/07/2017,2332,2340,2350,10,ORE - BEN,KM 2 CAROSOJI,BEN 159 KR & KSF 864 XM,2 CAR,2 PVT,V/WAGEN & M/BENZ,PASSAT B 230,,,,RTV & DAD,0,0,0,0,0,1,0,0,0,1,2,0,0,0,2
254,5,RS11.21,21/07/2017,1139,1144,1151,7,ORE - OKT,KM 1 OMILA BRIDGE,AG 227 AJA,CAR,PVT,V/WAGEN,GOLF,,,,SPV & DGD,1,0,0,1,2,1,1,0,1,3,2,1,1,1,5
255,6,RS11.21,29/07/2017,0034,0041,0047,6,ORE - BEN,KM 14 PARADISE,"LND 679 EP, KJA 14 EW & NSR 46 YC","CAR, JEEP & TRL",2 PVT & COM,2 TYT & TRL,"COROLLAR, LANDCRUSHER & TRL",,,,DOT & SPV,4,0,0,0,4,2,0,0,0,2,8,0,0,0,8
257,1,RS11.22,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,1,RS11.23,01/07/2017,0845,0846,0851,5,IKR - ISUA,KM 17 IWARO OKA HILL,BRK 850 XA,TRK,COM,VOLVO,TRK,,,,BFL,1,0,0,0,1,0,0,0,0,0,4,0,0,0,4
260,2,RS11.23,02/07/2017,0703,0703,0709,6,IKR - ISUA,KM 18 IWARO OKA HILL,KWL 333 YH,TNK,COM,DAF,TNK,,,,BFL & LOC,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
261,3,RS11.23,04/07/2017,1635,1639,1643,4,IKR - ISUA,KM 17 IWARO OKA HILL,AAA 289 QM,BIKE,COM,DAYLONG,BIKE,,,,SPV,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
262,4,RS11.23,13/07/2017,1112,1115,1130,15,IKR - ISUA,KM 17 IWARO - OKA HILL,AKD 495 XB & SUL 855 XA,TRK & TRL,2 COM,SCANIA & DAF,TRK &  TRL,,,,BFL,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2
263,5,RS11.23,14/07/2017,2100,2101,2105,4,IKR - ISUA,KM 17 IWARO OKA HILL,"MGU 522 XA , KMC 10 XW & 5 VECHILE  NOS NOT SEEN","2 TRL,  4 TNK &  TRK ",7 COM,4 DAF & 3 MACK,"2 TRL,  4 TNK &  TRK ",,,,BFL,4,0,0,0,4,0,0,0,0,0,14,0,0,0,14
264,6,RS11.23,19/07/2017,1433,1435,1444,9,IKR - ISUA,KM 21 OKIA HILL,LSD 990 XC,TRL,COM,MAN DIESEL,TRL,,,,BFL,1,0,0,0,1,0,0,0,0,0,3,0,0,0,3
265,7,RS11.23,21/07/2017,1230,1234,1240,6,IKR - AJOWA,KM AGBALUKU,2 NO NOS,2 BIKE,2 COM,2 BAJAJ,2 BIKE,,,,"SPV, LOC",3,0,0,0,3,0,0,0,0,0,4,0,0,0,4
267,1,RS11.24,21/07/2017,1523,1525,1535,2,OND - IFE,KM 6 BEULA,BDG 941 EP & BRS 12 XA,CAR & BUS,PVT & COM,HONDA & MAZDA,ACCORD & BUS,,,,SPV & WOV,0,0,0,0,0,0,0,0,0,0,10,1,0,0,11
268,2,RS11.24,29/07/2017,0400,0402,0416,14,OND - ORE,KM 8 IGBADO,REE  670 AA,BUS,PVT,TYT,PICNIC,,,,SPV & LOC,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3
270,1,RS11.25,28/07/2017,2130,2132,2133,1,IFON - BEN,KM 1 IMORU JUNCT.,2 NO NOS,2 BIKE,2 COM,QLINK & DAYLONG,2 BIKE,,,,SPV,2,0,0,0,2,0,0,0,0,0,2,0,0,0,2
282,1,RS11.2,01/08/2017,0925,0930,0930,0,AKR - IPT,KM 4 ILARA MOKIN 1ST JUNCTION,LND 916 XR,BUS,COM,TYT,HIACE,,,,SPV & SOS,7,0,0,0,7,0,0,0,0,0,22,0,0,0,22
283,2,RS11.2,06/08/2017,1340,1400,1420,20,AKR - IPT,0,KSF 79N XJ & KTU 70 XU,TRK & BUS,2 COM,IVECO & TYT,TRK & HIACE,,,,SPV & TBT,4,2,0,0,6,0,0,0,0,0,12,4,0,0,16
284,3,RS11.2,16/08/2017,0444,0449,0453,4,AKR - IPT,KM 0.2 SCAB FILLOING STATION,FEE 866 XA & LND 16 EW,BUS & CAR,COM & PVT,MAZDA & BENZ,BUS & CAR,,,,DGD & SPV,5,0,0,0,5,0,0,0,0,0,7,0,0,0,7
285,4,RS11.2,22/08/2017,1017,1017,1022,5,AKR - OWO,KM 1.1 AUTOMART,AKR 297 MP,CAR,PVT,V/W,GOLF,,,,FQT,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2
287,1,RS11.21,03/08/2017,2043,2051,2059,8,ORE - BEN,KM 1.7 FOODWAY EATERY,FKJ 611 ABC & NO N OS,CAR & BIKE,PVT & COM,M/BENZ & SUZUKI,CAR & HAOJUE,,,,SPV,1,1,0,0,2,0,0,0,0,0,2,1,0,0,3
288,2,RS11.21,05/08/2017,0052,0054,0059,5,ORE - LAG,70M ROYAL FILLING STATION,BDJ 362 XA,BUS,COM,TYT,HIACE,,,,DGD,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2
289,3,RS11.21,13/08/2017,1252,1319,1326,7,ORE - LAG,KM 17 OLUWA BRIDGE,LSR 863 CL,CAR,PVT,MAZDA,MPV,,,,SPV & BRD,2,1,2,3,8,0,0,0,0,0,3,3,2,3,11
290,4,RS11.21,17/08/2017,1142,1149,1156,7,ORE - LAG,KM 19 AGRIC AXIS,FKJ 795 DJ,JEEP,PVT,LEXUS,JEEP,,,,SPV,3,1,0,0,4,0,0,0,0,0,4,1,0,0,5
291,5,RS11.21,25/08/2017,1052,1054,1059,5,ORE - LAG,KM 3.7 SIZZLER BRIDGE,NO NOS,TRL,COM,MACK,TRL,,,,FTG & LOC,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
292,6,RS11.21,30/08/2017,1545,1555,1600,5,ORE - LAG,KM 13 AGODOGUN BRIDGE,AGL 911 XG,BUS,COM,TYT,HIACE,,,,FTG,2,1,0,0,3,0,0,0,0,0,13,3,0,0,16
293,7,RS11.21,30/08/2017,1844,1845,1846,1,ORE - LAG,KM 2 AFTER ODEMSA,KNR 557 XA,BUS,COM,MAZDA,BUS,,,,TBT,0,3,0,0,3,0,0,0,0,0,3,15,0,0,18
295,1,RS11.22,29/08/2017,1901,1907,1915,8,OWO - AKR,AFTER USO,"AH 454 WWW, SMK 267 XL & XA 613 DJ","CAR, 2 TRK",PVT & 2 COM,"M/BENZ, CAT & FORD","C200, TRK & LAYLAND",,,,ROV & SPV,2,0,0,0,2,1,0,0,0,1,4,0,0,0,4
297,1,RS11.23,03/08/2017,1240,1245,1249,4,IKR - ISUA,KM 17 IWARO OKA HILL,KJA 185 XM,BUS,COM,PGT,J5,,,,BFL,1,0,0,0,1,0,0,0,0,0,3,0,0,0,3
298,2,RS11.23,10/08/2017,2050,2052,2057,5,IKR - OWO,KM 1 IKOJA BEND,JJJ 639 XL & AGL 263 XD,TNK & BUS,2 COM,MACK & PGT,TNK & J5,,,,MDV,0,0,0,0,0,0,0,0,0,0,4,1,0,0,5
299,3,RS11.23,26/08/2017,1409,1415,1423,8,IKR - ISUA,KM 17 IWARO OKA HILL,GGE 59 XA,TRL,COM,MACK,TRL,,,,BFL,2,0,0,0,2,1,0,0,0,1,3,0,0,0,3
301,1,RS11.24,05/08/2017,1946,1948,1959,11,OND - AKR,KM 8 OBOTO,FE 948 LND & LR 181 KJA,2 CAR,2 PVT,2 TYT,2 COROLLA,,,,SPV & WOV,4,1,0,0,5,0,0,0,0,0,4,1,0,0,5
302,2,RS11.24,06/08/2017,1016,1018,1028,10,OND - ORE,KM 7 BAGBE,NND  817 HV & LND 819 ER,CAR & BUS,PVT & COM,V/W & MAZDA,GOLF & BUS,,,,SPV,4,2,1,1,8,0,0,0,0,0,4,2,1,1,8
303,3,RS11.24,14/08/2017,0710,0712,0731,19,OND - ORE,KM 8 SOKA AXIS,"GED 984 AA , AE 709 GBA & ANG 679 AA",3 CAR,3 PVT,3 V/WAGON,S/WAGON & 2 PASSAT,,,,MDV & BFL,3,5,0,0,8,0,0,0,0,0,7,10,0,0,17
304,4,RS11.24,19/08/2017,1613,1615,1620,5,OND - AKR,KM 5 AKIAVI AXIS,FNN 196 QD & AKM 190 WY,2 BIKE,2 COM,KYMCO & HAOJUE,2 BIKE,,,,SPV,1,1,0,0,2,0,0,0,0,0,2,1,0,0,3
305,5,RS11.24,30/08/2017,1040,1047,1055,8,OND - ORE,KM 7 IGUSHI,SGB 471 AG,CAR,PVT,MAZDA,MAZDA,,,,SPV,1,0,0,0,1,1,0,0,0,1,2,0,0,0,2
307,1,RS11.25,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,1,RS11.2,05/09/2017,1030,1040,1047,7,AKR - T/SHIP,KM 7 IGBATORO  RD OPP SCHL OF NURSING,KAA 99 AA & KJA 334 VT,CAR & BIKE,PVT & COM,NISSAN & TVS,ALMERA & BIKE,,,,SPV,1,1,0,0,2,0,0,0,0,0,2,1,0,0,3
321,2,RS11.2,10/09/2017,2145,2150,2200,10,AKR - OWO,KM 10 OBA ILE,SMK 528 XG & YA 49 MUS,TRK & CAR,PVT & COM,MACK & TYT,TRK & PREVIA,,,,OBS & SPV,4,0,0,0,4,0,0,0,0,0,5,0,0,0,5
322,3,RS11.2,19/09/2017,0200,0215,0225,10,AKR  - IPT,KM 10 AFTER KARA,SLK 184 XA & NO NOS,BUS & TRL,2 COM,TYT &N TRL,HIACE & TRL,,,,SOS,3,3,0,0,6,3,0,0,0,3,13,4,0,0,17
324,1,RS11.21,03/09/2017,1245,1255,1300,5,ORE - LAG,KM 50 SHFAS  FILLING STATION ,SMK 867 XG & FGG 33 YN,LUX BUS & TRL,2 COM,LUX & MACK,LUX & TRL,,,,RTV,4,0,0,0,4,0,0,0,0,0,19,8,0,0,27
325,2,RS11.21,08/09/2017,1210,1219,1226,7,ORE - LAG,KM 17 OLUWA BRIDGE,SM 428 XA,TNK,COM,MACK,TNK,,,,FTQ &SPV,1,0,0,0,1,2,0,0,0,2,3,0,0,0,3
326,3,RS11.21,11/09/2017,1752,1754,1759,5,ORE -  KTP,KM 06 OGBE,TTD 259 VM,BIKE,COM,BAJAJ,BOXERS,,,,SPV,1,1,0,1,3,0,0,0,0,0,1,1,0,1,3
327,4,RS11.21,12/09/2017,1100,1115,1120,5,ORE - LAG,KM 17 AGODOGUN BRIDGE,AKW 42 YC,BUS,PVT,TYT,SIENNA,,,,SPV & DGD,2,2,0,0,4,2,1,0,0,3,4,3,0,0,7
328,5,RS11.21,12/09/2017,0820,0824,0841,17,ORE - KTP,KM 34 ODE AYE ,"REE 653 XA, AG 12 REE & AKR 890 XA","TRK, CAR & P/UP",2 COM & PVT,"M/BENZ, V/WAGEN & TYT","TRK, GOLF & DYNA",,,,FTQ & DOT,3,2,0,0,5,0,1,0,0,1,5,3,0,0,8
329,6,RS11.21,16/09/2017,1257,1259,1303,4,ORE - LAG,KM 6 AFTER TOLL GATE,"GDD 609 XA, AAA 429 DD, FGE 634 XA & NO NOS","BUS, CAR, & 2 TRL",PVT & 3 COM,"2 TYT,  DAF & HOWO SINO","HIACE, PREVIA, 95, & TRL",,,,"SPV, RTV & DGD",2,3,2,0,7,1,1,0,0,2,13,11,2,0,26
330,7,RS11.21,24/09/2017,0817,0824,0829,5,ORE - LAG,KM 5 B4 MTN MAST,GOD 442 YD,BUS,PVT,V/WAGEN,BUS,,,,SPV & DGD,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
332,1,RS11.22,06/09/2017,0240,0245,0247,2,OWO - AKR,KM 1 NIPC FILLING STATION,DGE 85 XB &  JJJ 743 XJ ,BUS & TRL,2 COM,TYT & M/BENZ,HIACE & ATECO TRL,,,,SPV,4,3,0,0,7,0,0,0,0,0,16,4,2,0,22
333,2,RS11.22,09/09/2017,1430,1436,1438,2,OWO - AKR,200M CLOSE TO NIPCO FILLING STATION,LSD 818 XE,TRL,COM,M/BENZ,ATECO TRL,,,,"SPV, BRD",0,0,0,0,0,0,0,0,0,0,2,1,0,0,3
334,3,RS11.22,21/09/2017,1030,1035,1040,5,OWO - AKR,KM 4 TISCO,KSF 416 XE,TRK,COM,SCANIA,TRK,,,,MDV & LOC,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2
336,1,RS11.23,02/09/2017,0955,0957,1005,8,IKR - OWO,KM 2 TOYIN'S MOTHER JUNCTION IGBEDEGBE,KJA 470 XV,BUS,COM,FIAT,J5,,,,BFL,0,1,0,0,1,0,0,0,0,0,2,1,0,0,3
337,2,RS11.23,07/09/2017,1615,1625,1629,4,IKR - OWO,KM 18 OBA POLICE STATION,XC 400 KAA,CAR,PVT,NISSAN,PRIMERA,,,,SPV,0,2,0,0,2,0,0,0,0,0,3,3,0,0,6
338,3,RS11.23,10/09/2017,1515,1520,1530,10,IKR - ISUA,KM 22 EPINMI,"MUS 623 AV, KUJ 86 ZF, FKJ 608 DZ & ABC 626 GB",3 BUS & CAR,4 PVT,4 TYT,"2 SIENNA, HIACE & CAMRY",,,,BFL,3,1,0,0,4,0,0,0,0,0,16,10,0,1,27
339,4,RS11.23,15/09/2017,1825,1827,1836,9,IKR - OWO,KM 12 AYEGUNLE IDOFIN,LSR 272 XK & QB 148 JMU,TRL & BIKE,2 COM,FOTON & HAOJUE,TRK & SUZUKI,,,,SPV,0,0,0,0,0,1,0,0,0,1,3,0,0,0,3
