,sn,command,date,crash_time,report_time,arrival_time,response_time,route,location,vehicle_no,vehicle_type,vehicle_cat,vehicle_make,vehicle_model,fleet_operator,name_of_driver,dl_no,causes,no_injured_male_adult,no_injured_female_adult,no_injured_male_child,no_injured_female_child,total_injured,no_killed_male_adult,no_killed_female_adult,no_killed_male_child,no_killed_female_child,total_killed,no_involved_male_adult,no_involved_female_adult,no_involved_male_child,no_involved_female_child,total_involved
141,7,RS11.23,29/08/2020,1900,1905,1910,5,IKR - OWO,KM 2 OPP LAGOS GARAGE,QC 862 ANG,BIKE,COM,HAOJUE,SUZUKI,,,,LOC,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
143,1,RS11.24,03/08/2020,1115,1120,1125,5,OND - ORE,KM 2 AWOYAYA,NND 422 AV ,CAR,PVT,TYT,COROLLAR,,,,LOC,2,1,0,0,3,0,0,0,0,0,2,1,0,0,3
144,2,RS11.24,16/08/2020,1505,1510,1517,7,OND - ORE,KLM 2 INDIKO,NND 920 VJ & NO NOS,BIKE & HIT & RUN,COM,BAJAJ,BOXERS,,,,LOC,0,2,0,0,2,1,0,0,0,1,2,2,0,0,4
145,3,RS11.24,27/08/2020,1800,1805,1810,5,OND - AKR,KM 2 KOLA REWIRE,KU 950 EKY & QQ 362 FKJ,CAR & BIKE,PVT & COM,TYT & JINCHENG,SEQUIA & BIXER,,,,SPV & DGD,2,0,0,0,2,0,0,0,0,0,3,0,0,0,3
147,1,RS11.25,07/08/2020,1630,1630,1630,1,IFON - OWO,KM 8 ORI OYIN,UKP 198 UH,BIKE,COM,LIFAN,BIKA,,,,SPV & LOC,1,0,0,0,1,1,0,0,0,1,2,0,0,0,2
159,1,RS11.2,05/06/2020,0825,0830,0850,20,AKR - T/SHIP,KM 5 OLUSEGUN OBASANJO  WAY OPP BTO HALL,REL 154 AA & WWW 718 AE ,2 CAR,2 PVT,TYT & HYUNDA,COROLLA & LANTRA,,,,SPV & DGD,2,0,0,0,2,0,0,0,0,0,2,0,0,0,2
160,2,RS11.2,15/06/2020,1231,1233,1236,3,AKR - IPT,"400M OPP MINISTRY OF YOUTH & SPORTDEVELOPMENT, ILESA/OWO EXPRESS WAY",KTP 039 VD & MUS 768 QC,2 BIKE,2 COM,TVS & HAOJUE,HLX BIKE & SUZUKI,,,,SPV & LOC,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3
161,3,RS11.2,17/06/2020,1750,1757,1800,3,AKR - OWO,KM 1 OPP JOEJANE HOTEL OBAILE,XC 373 FGB,BUS,COM,TYT & HYUNDA,PREVIA,,,,OVL & LOC,1,3,0,0,4,0,0,0,1,1,1,3,0,1,5
162,4,RS11.2,20/06/2020,1955,1956,1958,2,AKR - OWO,KM 2 OPP NNPC MEGA STATION ,APP 08 GG & QK 978 AKR ,JEEP & BIKE,PVT & COM,LEXUS & TVS,RX330 & BIKE,,,,SPV & LOC,1,1,0,1,3,0,0,0,0,0,4,2,0,1,7
163,5,RS11.2,21/06/2020,1740,1746,1749,3,AKR - OWO,KM 4 HIGH SCHOOL ROAD AREA AKURE,KTP 219 VD & AKR 904 WQ,2 BIKE,2 COM,2 TVS,2 BIKE,,,,SPV & LOC,1,1,0,1,3,1,0,0,0,1,2,1,0,1,4
164,6,RS11.2,23/06/2020,1948,1955,2001,6,AKR - OWO,KM 1 HIGH SCHOOL JUNCTION ,AKR 291 WS & HIT & RUN,BIKE,COM,TVS,BIKE,,,,SPV & LOC,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2
165,7,RS11.2,27/06/2020,1515,1517,1530,3,AKR - OWO,KM 6 HIGH SCHOOL JUNCTION,CX 45 MUS & AKR 17 ZN,2 CAR,2 PVT,MAZDA & NISSAN,626 & PRIMERA,,,,"SPV, LOC & DGD",0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
167,1,RS11.21,06/06/2020,1240,1242,1245,3,ORE - OND,KM 10 OMIFON ,HIT & RUN & JBD 208 QD,BIKE,COM,HONDA,BIKE,,,,SPV,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2
168,2,RS11.21,17/06/2020,0835,0842,0850,8,ORE - OND,KM 10 ASEWELE,JJJ 621 CJ & GGE 768 EC,CAR & BUS,2 PVT,2 TYT,CARINA E & PICNIC,,,,SPV & LOC,7,4,0,1,12,0,0,0,0,0,7,4,0,1,12
169,3,RS11.21,17/06/2020,1832,1840,1845,5,ORE - OKITIPUPA,KM 14 AFTER ARMY CHECK POINT,WWW 630 XA,BUS,COM,SUZUKI,FORENZA,,,,SPV & LOC,1,0,0,0,1,0,1,0,0,1,1,1,0,0,2
171,1,RS11.22,18/06/2020,0532,0616,0630,14,OWO - IFON,KM 12 ELEGBEKA ,LND 658 XU,BUS,COM,TYT,PREVIA,,,,TBT & LOC,2,0,0,0,2,0,0,0,0,0,2,0,0,0,2
172,2,RS11.22,27/06/2020,0545,0600,0605,5,OWO - IKR,KM 7 IPEME VILLAGE,ABJ 508 XK,TNK,COM,MAN DIESEL,TNK ,,,,MDV & LOC,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
174,1,RS11.23,16/06/2020,1350,1355,1400,5,IKR - ISUA,KM 3 IBOROPA,ANG 427 XA & KAK 239 AA,BUS & CAR,COM & PVT,TYT & NISSAN,PREVIA & ALMERA,,,,SPV & LOC,4,2,0,0,6,0,0,0,0,0,5,3,0,0,8
175,2,RS11.23,27/06/2020,1600,1610,1620,10,IKR - OWO,KM 3 OPP ADEKUNLE AJASIN UNIVERSITY AKUNGBA AKOKO,EPE 581 XG ,TNK,COM,DAF,TNK ,,,,SPV & LOC,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
176,3,RS11.23,27/06/2020,2005,2015,2025,10,IKR - OWO,KM 1 OMUIYADUN IKARE,NO NOS & HIT & RUN,BIKE,COM,BIKE,BIKE,,,,SPV,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2
177,4,RS11.23,28/06/2020,1930,1935,1945,10,IKR - AJOWA,KM 6 GEDEGEDE BRIDGE,FKJ 133 GB,BUS,COM,TYT,SIENNA,,,,SPV & LOC,0,1,0,0,1,0,0,0,0,0,6,1,0,0,7
179,1,RS11.24,22/06/2020,1730,1732,1740,8,OND - ORE,KM 2 CATHOLIC JUNCTION ,EPE 87 AV & KWN 300 QN,CAR & BIKE,PVT & COM,TYT & BOXERS,CAMRY & BAJAJ,,,,LOC,1,0,0,0,1,1,0,0,0,1,5,0,0,0,5
181,1,RS11.25,24/06/2020,1735,1740,1745,5,IFON - AUCHI ,KM 5 OSE BRIDGE,NO NOS,TRL,COM,SINOKI,TRL,BUA CEMENT,,,SPV,2,0,0,0,2,1,0,0,0,1,3,0,0,0,3
182,2,RS11.25,26/06/2020,1322,1327,1331,4,IFON - BEN,KM 5,XE 697 LRN & NO NOS,BUS & BIKE,2 COM,PREVIA & BIKE,BUS & BIKE,,,,SPV,2,0,0,0,2,0,0,0,0,0,3,5,1,0,9
194,1,RS11.2,01/05/2020,0910,0937,0959,22,AKR - IPT,KM 15 IGBARA OKE,JJJ 288 XZ,TRL,COM,HOWO,TRL,,,,OVL & LOC,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3
195,2,RS11.2,01/05/2020,2148,2155,2159,4,AKR - OWO,SHAMROCK FILLING STATION,AKR 955 YZ & GGE 99 FK,2 CAR,COM & PVT,NISSAN & BENZ,ALMERA & 230,,,,SPV & LOC,2,2,0,0,4,0,0,0,0,0,3,2,0,0,5
196,3,RS11.2,09/06/2020,1620,1625,1630,5,AKR - IPT,KM 1 OLOKO JUNCTION,SMG 556 ZR & LSR 291 FW,TRL & CAR,COM & PVT,TYT & DAF,TRL & MATRIX,,,,WOV & SLV,0,0,0,0,0,0,0,0,0,0,5,1,0,0,6
197,4,RS11.2,09/05/2020,1735,1742,1750,8,AKR - T/SHIP,"KM 1 OPP FINGER PRINT HOTEL, OBA ILE RD AKURE",KZR 108 ST & AKR 306 RS,TRK & CAR,COM & PVT,HOWO & TYT,SINO & CAMRY,,,,SPV,1,0,0,0,1,0,0,0,0,0,5,0,0,0,5
198,5,RS11.2,10/05/2020,1710,1732,1738,6,AKR - T/SHIP,"KM 1 OPP MUMMY'S PLACE NURSERY & PRY SCHL, OBAILE RD, AKURE",FKJ 738 CH & WEN 249 WT,CAR & BIKE,PVT & COM,TYT & TVS,CAMRY & BIKE,,,,SPV & LOC,0,0,0,0,0,1,0,0,0,1,2,0,0,0,2
199,6,RS11.2,10/05/2020,2005,2032,2043,11,AKR - ODA,"KM 3 ODA RD, AKURE","ANG 777 AA, CW  625 JJJ &  NO NOS",3 CAR,3 PVT,"TYT, BMW & NISSAN","CAMRY, BMW & ALMERA",,,,SPV & DUI,1,0,0,0,1,0,0,0,0,0,3,1,2,1,7
200,7,RS11.2,17/05/2020,1434,1450,1455,5,AKR - OWO,SEBI JUNCTION,WWW 783 XA,CAR,PVT,TYT,PREVIAL,,,,SPV & LOC,0,1,0,0,1,0,0,0,0,0,2,1,0,0,3
201,8,RS11.2,17/05/2020,1720,1725,1729,4,AKR - OWO,"KM 6 AFTER NNPC MEGA STATION, DPPR AREA",FKJ 280 FF & LCL 434 WX,CAR & BIKE,PVT & COM,BENZ & TVS,4MATIC & BIKE,,,,SPV & LOC,1,0,0,0,1,2,0,0,0,2,3,0,0,0,3
202,9,RS11.2,17/05/2020,2135,2142,2148,6,AKR - IPT,KM 1 OPP ARCADE HOSTEL,HIT & RUN,0,0,0,0,,,,SPV & DGD,2,0,0,0,2,0,0,0,0,0,3,0,0,0,3
203,10,RS11.2,22/05/2020,0822,0824,0829,5,AKR - OWO,"KM 15 FIWASAYE, OPP IYEOMA PLAZA",NO NOS,TRK,COM,MARK,TIPPER,,,,SPV & DGD,1,0,0,0,1,1,0,0,0,1,2,0,0,0,2
204,11,RS11.2,29/05/2020,1550,1555,1600,5,AKR - OWO,"KM 7 OIFO FILLING STATION, OPP BENIN GARAGE",NO NOS & AKR 113 WL,CAR & BIKE,PVT & COM,TYT & TVS,COROLA & BIKE,,,,SPV & LOC,1,1,0,0,2,0,0,0,0,0,2,1,0,0,3
206,1,RS11.21,01/05/2020,1722,1730,1739,9,ORE - BEN,KM 8 DUNAMIS FILLING STATION,WER 561 ZE ,BUS,COM,TYT,HIACE,,,,TBT & LOC,4,2,0,0,6,1,0,0,0,1,5,2,0,0,7
207,2,RS11.21,17/05/2020,1735,1740,1745,5,ORE - BEN,KM 10 FROM BASE,EKY 73 XS & NO NOS,BUS & BIKE,2 COM,TYT & BAJAJ,HIACE & BIKE,,,,SPV & LOC,7,2,0,0,9,0,1,0,0,1,7,5,0,0,12
208,3,RS11.21,18/05/2020,0600,0605,0610,5,ORE - LAG,KM 45,AO1  884  RS  &     SML 750 XA,CAR & TRK,GOV & COM,2 INNOSON       ,CAR & BENZ TRK,FRSC & DANGOTE,,,SPV & BFL,1,1,0,0,2,0,1,0,0,1,5,2,0,0,7
210,1,RS11.22,04/05/2020,1500,1502,1505,3,OWO - AKR,KM 7 SEKENE MARKET,2 NO NOS,BIKE & CAR,COM & PVT,BAJAJ & TYT,BOXERS & CAMRY,,,,DGD & SPV,1,0,0,0,1,0,0,0,0,0,5,0,0,0,5
211,2,RS11.22,11/05/2020,1115,1130,1136,6,OWO - AKR,KM 10 AFTER EMURE MARKET,LSR 288 XZ,TRK,COM,SCANIA,TRK,,,,MDV & LOC,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
212,3,RS11.22,19/05/2020,1035,1045,1050,5,OWO - AKR,KM 6 TISCO FARM,12C229FG,JEEP,GOV,TYT,JEEP,,,,BRD & SPV,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4
213,4,RS11.22,29/05/2020,1035,1037,1042,5,OWO - IKR,KM 20 BEFORE OSE BRIDGE,KSF 40 XU,BUS,COM,TYT,PICNIC,,,,SPV & LOC,1,0,0,0,1,0,0,0,0,0,2,2,0,1,5
215,1,RS11.23,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,1,RS11.24,04/05/2020,1930,1935,1945,10,OND - ORE,KM 3 FF JUNCTION,AJ 26 KTP & JK 155 APP,CAR & BIKE,PVT & COM,NISSAN& HAOJUE,PREMIER & ELEGANT,,,,SPV,2,1,0,0,3,0,0,0,0,0,4,1,0,0,5
218,2,RS11.24,07/05/2020,1601,1610,1615,5,OND - ORE,KM 10 IGBADO,NND 103 AE & REE 150 QD,CAR & BIKE,PVT & COM,V/WAGEN & HAOJUE,GOLF & BIKE,,,,DGD & LOC,2,0,0,0,2,1,0,0,0,1,3,0,0,0,3
219,3,RS11.24,13/05/2020,1640,1645,1655,10,OND - ORE,KM 13 GBADE, FGB 183 JN & GBA 429 WZ,CAR & BIKE,PVT & COM,NISSAN & BOXERS,PREMIER & BIKE,,,,OVL,0,0,0,0,0,1,0,0,0,1,2,0,0,0,2
220,4,RS11.24,21/05/2020,1715,1720,1725,5,OND - ORE,KM 2 SABO,"RMY 91 XA, EKY 635 GC, GGE 144 QF & XT 384 KSF","BUS, JEEP, TRICYCLE & TRK",PVT & 3 COM,"PGT, TYT, TVS & DAF","J5, RAV4, TRICYCLE &TRK",,,,SPV,2,0,0,0,2,0,0,0,0,0,7,0,0,0,7
221,5,RS11.24,28/05/2020,1000,1025,1035,10,OND - ORE,KM 10 PAGBE,"SMK 246 XR, REE 736 XA, KTP 482 RG, REL 311 DM,  LAR 555 YD  & no nos","3 CAR, TRL, TNK & BIKE",3 PVT & 3 COM,"DAF,V/WAGEN, 2 TYT, VOLVO & SUZUKI","95 ATI, GOLF, CAMRY, AVENSIS, TNK & HAOJUE",,,,MDV & BFL,4,1,0,0,5,0,0,0,0,0,11,3,0,0,14
223,1,RS11.25,12/05/2020,1215,1218,1225,7,IFON - OWO,KM 15IGBONLA VIA AJAGBALE,KSF 750 XK,CAR,PVT,NISSAN,VANETTE,,,,SPV & LOC,2,0,0,0,2,0,0,0,0,0,2,0,0,0,2
235,1,RS11.2,04/03/2020,2330,2340,2350,10,AKR - T/SHIP,KM 2 CATHDRAL WAY EDO LODGE JUNCTION OKE IJEBU,BDR 064 WZ,BIKE,COM,TVS,BIKE,,,,SPV & LOC,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
236,2,RS11.2,11/03/2020,1310,1327,1340,13,AKR - OWO,ILU ABO,ABJ 961 XD & DGW 149 XA,BUS & TRL,2 COM,FIAT & SINO,J5 & TRL,,,,SPV & LOC,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5
237,3,RS11.2,14/03/2020,0450,0505,0515,10,AKR - OWO,KM 2 AGBOGBO JUCNTION,FKY 387 YF & GGE 436 QT,BUS &  BIKE,2 COM,TYT & TVS,HAICE & BIKE,,,,SPV & LOC,2,0,0,0,2,1,0,0,0,1,3,0,0,0,3
238,4,RS11.2,14/03/2020,1100,1110,1120,10,AKR - OWO,OWODE,WWW 989 MW & FST 213 XV ,BUS & TRL,2 COM,TYT & DAF,PICNIC & TRL,,,,TBT & LOC,0,1,0,0,1,0,1,0,0,1,3,2,0,0,5
239,5,RS11.2,23/03/2020,2000,2010,2015,5,AKR - IPT,SWAN JUNCTION ROAD BLOCK,ADK 85 EV,CAR,PVT,TYT,AVENSIS,,,,WOV,1,1,0,1,3,1,0,0,0,1,2,1,1,0,4
240,6,RS11.2,24/03/2020,2000,2010,2020,10,AKR - IPT,FUTA N/GATE,AKR 666 XB & LSR 827 XM,CAR & TRK,2 COM,NISSAN & DAF,ALMERA & TRK,,,,WOV,0,1,0,0,1,0,0,0,0,0,6,2,0,0,8
241,7,RS11.2,28/03/2020,1430,1430,1430,1,AKR - IPT,INFRONT OF FRSC,EZ 391 ABC & AKR 921 VM,CAR & BIKE,PVT & COM,KIA &HONDA,OPTIMAL &BIKE,,,,LOC,1,1,0,0,2,0,0,0,0,0,2,1,0,0,3
242,8,RS11.2,29/03/2020,1714,1718,1722,4,AKR - OWO,KM 2 OLUFOAM JUNCTION,KJA 772 XD & REE 261 VS,CAR & BIKE,PVT & COM,M/BENZ & TVS,CAR & BIKE,,,,SPV,1,0,0,0,1,1,0,0,0,1,3,0,0,0,3
243,9,RS11.2,30/03/2020,0755,0816,0832,16,AKR - OND,NTA AREA,KTU 561 XD,P/UP & BIKE,2 COM,NISSAN,P/UP,,,,SPV & UPD,2,0,0,0,2,1,0,0,0,1,3,0,0,0,3
245,1,RS11.21,08/03/2020,1525,1532,1540,8,ORE -  LAG,KM 30 AGO IDOGUN,BV 766GGE & BEN 479 YE,JEEP & BIKE,PVT & COM,MIST &  BOXERS,JET MOVER & BAJAJ,,,,SPV,1,2,0,0,3,0,0,0,0,0,11,4,0,0,15
246,2,RS11.21,09/03/2020,1510,1530,1555,25,ORE -  LAG,KM 13 2ND BRIDGE B/4 OFOSU,KJA 328 FU,BUS,PVT,TYT,SIENNA,,,,SPV,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
247,3,RS11.21,10/03/2020,0502,0509,0518,9,ORE - BEN,KM 4 TAMAK FILLING STATION,REL 834 XA,BUS,COM,HYUNDAI,BUS,,,,SPV,1,4,0,0,5,0,0,0,0,0,1,4,0,0,5
248,4,RS11.21,20/03/2020,1250,1300,1305,5,ORE - BEN,KM 4 SHOW BOY,NO NOS & KTP 690 AA,TRK & CAR,2 COM,HOWO & V/WAGEN,TRK & GOLF,,,,SPV & LOC,2,1,0,0,3,1,0,0,0,1,5,2,0,0,7
249,5,RS11.21,24/03/2020,1335,1340,1345,5,ORE - OND,KM 10 OMIFON ,LND 713 LM,JEEP,PVT,PONTIAC VIBE,JEEP,,,,SPV,0,0,1,0,1,0,0,0,0,0,1,0,1,0,2
250,6,RS11.21,24/03/2020,1120,1130,1140,10,ORE - OND,KM 8 ORITA JUNCTION,LSR 824 XX,BUS,COM,MAZDA,BUS,,,,SPV,1,2,0,0,3,0,0,0,0,0,5,6,2,1,14
251,7,RS11.21,30/03/2020,1355,1400,1405,5,ORE - LAG,ONI PARAGA,GME 98 XA & AKD 467 FF,CAR & TRK,PVT & COM,DAF & LEXUS,TRK & GS300,,,,SPV & WOV,0,0,0,0,0,1,0,0,0,1,2,0,0,0,2
253,1,RS11.22,02/03/2020,1534,1547,1552,5,OWO - AKR,KM 9 AMURIN,IMA 196 XA,BUS,COM,TYT,HAICE ,,,,SPV & LOC,7,0,0,0,7,0,0,0,0,0,21,0,0,0,21
255,1,RS11.23,03/03/2020,0800,0805,0810,5,IKR - AJOWA,KM 4 OLOKUN JUCNTION,FW 668 EKY,CAR,PVT,TYT,CAMRY,,,,BFL & LOC,0,1,0,0,1,0,0,0,0,0,0,1,2,0,3
256,2,RS11.23,21/03/2020,1055,1100,1105,5,IKR - IBOROPA,KM 5 FROM BASE,REE 122 XA,BUS,COM,TYT,HAICE,,,,BFL & LOC,1,1,0,0,2,0,0,0,0,0,1,3,11,0,15
257,3,RS11.23,21/03/2020,2000,2005,2010,5,IKR - IKARAM,KM 4 ANGLICAN GRAMMER SCHL,RLG 337 XA,BUS,COM,SUZUKI ,MINI BUS,,,,WOV & SLV,2,0,0,0,2,0,0,0,0,0,3,0,0,0,3
259,1,RS11.24,03/03/2020,1805,1810,1815,5,OND - T/SHIP,SALUWA AREA,XT 478 MUS & NSK 372 QF,P/UP & BIKE,2 COM,TYT & HAOJUE,DYNA & BIKE,,,,LOC,0,0,0,0,0,1,0,0,0,1,2,0,0,0,2
260,2,RS11.24,10/03/2020,1541,1548,1554,6,OND - ORE,KM 6 INDIGO,KJA 870 GE & AYE 308 QF,CAR & BIKE,PVT & COM,TYT & BOXERS,COROLLA & BAJAJ,,,,SLV & LOC,2,0,0,0,2,0,0,0,0,0,3,0,0,0,3
261,3,RS11.24,19/03/2020,1110,1111,1120,9,OND - AKR,KM 6 OBOTO ,AGB 210 YV & AAA 300 FT,BUS & CAR,COM & PVT,2 TYT,HAICE & CAMRY,,,,DGD & LOC,7,4,0,0,11,0,0,0,0,0,9,5,0,0,14
263,1,RS11.25,14/03/2020,1800,1805,1810,5,IFON - OWO,KM5 ORI OHIN BRIDGE,AKR 552 LZ,CAR,COM,V/WAGEN,JETTA,,,,SPV,3,2,0,0,5,0,1,0,0,1,3,3,0,0,6
264,2,RS11.25,19/03/2020,1142,1145,1150,5,IFON - OWO,KM 10 AJEDE VIA ELEGBEKA,TUN 528 XA,BUS,COM,NISSAN ,VANETTE,,,,SPV,1,6,0,0,7,0,0,0,0,0,7,8,0,0,15
275,1,RS11.2,08/04/2020,1714,1717,1719,2,AKR - OWO,KM 1 SEBI JUNCTION,"RRU 937 XA, AL 176 WWW & NO NOS","BUS, CAR & BIKE",2 COM & PVT,"FIAT, TYT & BIKE","BUS, CAMRY & BIKE",,,,WOV,1,0,0,0,1,0,0,0,0,0,4,1,0,0,5
276,2,RS11.2,27/04/2020,0,1333,1359,26,AKR - OWO,POSSIBILITY GROUND AKURE,KJA 707 JX,TRK,COM,MAN DIESL,TRK,,,,LOC,3,0,0,0,3,0,0,0,0,0,5,0,0,0,5
278,1,RS11.21,12/04/2020,0601,0604,0610,6,ORE - BEN,KM 4 SHOWBOY,AKR 770 EA ,BUS,COM,TYT,HIACE,,,,SPV & LOC,0,0,0,0,0,2,2,0,0,4,2,2,0,0,4
280,1,RS11.22,03/04/2020,0545,0550,0554,4,OWO - IKR,AFTER AGOPANU,LSR 886 XW & KTN  350 YZ,2 BUS,2 COM,TYT & PGT,HIACE & J5,,,,SPV & LOC,8,0,0,0,8,0,0,0,0,0,16,0,0,0,16
281,2,RS11.22,30/04/2020,1402,1415,1423,8,OWO - IKR,KM 17 OPP CHANCERY HOTEL,WWW 340 WI,BIKE,COM,BAJAJ,BIKE,,,,SPV & LOC,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
283,1,RS11.23,05/04/2020,1315,1325,1341,16,OKA - AKUNGBA,IWARO HILL,MUN 102 ZA,TRK,COM,DAF,TRK,,,,LOC,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
285,1,RS11.24,21/04/2020,1432,1441,1447,6,OND - ORE,MOTHER & CHILD HOSPITL,NND 378 WX,BIKE,COM,HONDA,BIKE,,,,SPV & LOC,2,0,0,0,2,0,0,0,0,0,2,0,0,0,2
287,1,RS11.25,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,2,RS11.25,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
