,route,location,vehicle_no,vehicle_type,vehicle_cat,vehicle_make,vehicle_model,no_injured_male_adult,no_injured_female_adult,no_injured_male_child,no_injured_female_child,total_injured,no_killed_male_adult,no_killed_female_adult,no_killed_male_child,no_killed_female_child,total_killed,no_involved_male_adult,no_involved_female_adult,no_involved_male_child,no_involved_female_child,total_involved,month,day,year,report_minus_crash,arrival_minus_crash,arrival_minus_report,no_automobile,hour,route:from,route:to,cause1,cause2
81,"['AKR', 'OWO']",KM 14 ELEYOWO AFTER AIRPORT,KTU 176 BL & NO NOS,CAR & BIKE,PVT & COM,TYT & HAOJUE,CAMRY & BOXERS,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,4.0,8,4,2017,300,1200,900,2,15,AKR,OWO,SPV,
82,"['AKR', 'OND']",KM 3 OPP ST THOMAS EVENT CENTER,HZ 751 ABC,CAR,COM,HONDA,ACCORD,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4,15,2017,0,0,0,1,13,AKR,OND,DGD,
83,"['AKR', 'IPT']",KM 2 OPP BADUK FILLING STATION,AGL 36 XG & MUS 676 BE,TRL & CAR,COM & PVT,MACK & V/WAGEN,TRL & PASSAT,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,6.0,4,16,2017,300,900,600,2,14,AKR,IPT,BFL,
84,"['AKR', 'OWO']",KM 1 OPP MANIA FILLING STATION,"LSR 846 BS, RYM 249 XA, KSF 655 DH & KS 496 BDG",2 CAR & 2 BUS,2 PVT & 2 COM,2 TYT & 2 PGT,"CAMRY, J5, COROLLA & J5",4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,9.0,4,16,2017,300,600,300,4,22,AKR,OWO,TBT,
85,"['AKR', 'OWO']",KM 17 ILU ABO,KJA 905 EH,JEEP,PVT,HONDA,PICATO,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4,18,2017,1500,2580,1080,1,13,AKR,OWO,SPV,
86,"['AKR', 'OWO']",KM  SHASHA MARKET,KSF 974 DX & FGB 568 YH,CAR & BIKE,PVT & COM,TYT & TVS,CAMRY & BIKE,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,4.0,4,21,2017,240,600,360,2,20,AKR,OWO,DGD,
87,"['AKR', '-IPT']",KM 4 AFTER FUTA GATE,HIT  & RUN & GBA 579 QF,BIKE,COM,HAOJUE,ELEGANT,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,4,28,2017,300,900,600,1,19,AKR,-IPT,SPV,
88,"['AKR', 'T/SHIP']",KM 2 ADEBOWALE GAS,FKY 285 XL & HF 224 AAA,TRL & CAR,COM & PVT,MACK & TYT,TRL & CORROLA,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,4,30,2017,120,600,480,2,8,AKR,T/SHIP,SPV,
89,"['ORE', 'LAG']",KM 56 AJEBANDELE,LSR 560 XJ & LSD 953 CH,BUS & CAR,COM & PVT,2 TYT,HIACE &  COROLLA,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,0.0,0.0,18.0,1,4,2017,300,600,300,2,14,ORE,LAG,SPV,
90,"['ORE', 'BEN']",KM 20 ASEJIRE,APP 317 XF & NO NOS,TRL & BIKE,2 COM,DAF & SUZUKI,TRL & HAOJUE,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,1.0,6.0,10,4,2017,600,1800,1200,2,20,ORE,BEN,DOT,SPV
91,"['ORE', 'BEN']",KM 32 BY MILITARY CHECK POINT,JUT  138 XA & BEN 07 XA,TRL & BUS,2 COM,HOWO SINO & TYT,TRL & HIACE,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,11.0,5.0,0.0,0.0,16.0,12,4,2017,2820,3480,660,2,20,ORE,BEN,SPV,
92,"['ORE', 'BEN']",KM 6 CAROSOJI,LND 529 XA & NLC 35 FCT,BUS & TRK,COM & GOV,TYT & DAF,HIACE & TRK,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,13.0,4,13,2017,600,960,360,2,17,ORE,BEN,SPV,
93,"['ORE', 'LAG']",KM 9 MTN MAST ,GGE 799 EF,BUS,PVT,TYT,SIENNA,3.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,6.0,4,18,2017,480,960,480,1,10,ORE,LAG,SPV,
94,"['OWO', 'AKR']",KM 24 USO,FKJ 996 CP & XA 447 AGL,CAR & TRK,PVT & COM,TYT & MAN DIESEL,CAMRY  & TRK,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,6.0,2,4,2017,600,900,300,2,16,OWO,AKR,WOV,
95,"['OWO', 'AKR']",KM 10 EMURE JUNCT,AKD 304 XT,BUS,COM,TYT,HIACE,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,1.0,0.0,15.0,6,4,2017,180,420,240,1,11,OWO,AKR,MDV,LOC
96,"['OWO', 'AKR']",KM 18 AMURIN,KTU 415 AX,CAR,COM,NISSAN ,ALMERA,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,6.0,10,4,2017,180,360,180,1,9,OWO,AKR,SPV,LOC
97,"['OWO', 'AKR']",KM 10 EMURE VILLAGE,WWW 767 XA,BUS,COM,FORD,DUCCANTO,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,10,4,2017,120,420,300,1,10,OWO,AKR,SLV,LOC
98,"['OWO', 'T/SHIP']",KM 4 GRA,NO NOS & NO NOS,2 BIKE,2 COM,2 BAJAJ,2 BOXERS,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4,13,2017,780,1080,300,2,16,OWO,T/SHIP,SPV,
99,"['OWO', 'AKR']",KM 1.5 NIPCO FILLING STATION,NO NOS & JJJ 635 DK,BIKE & CAR,COM & PVT,BAJAJ & TYT,BOXERS & CAMRY,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,9.0,4,13,2017,180,360,180,2,17,OWO,AKR,WOV,
100,"['OWO', 'AKR']",KM 18 AMURIN,RSH 812 HF & AL 635 LKJ,2 CAR,2 PVT,2 TYT,CAMRY & CARINA,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,4,14,2017,360,780,420,2,13,OWO,AKR,BRD,
101,"['OWO', 'IKR']",KM 10 AGOPANU,XB 481 GWA & KRD 75 XU,BUS & TRK,2 COM,DAF & PGT,J5 & TRK,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,4.0,4,27,2017,5700,6060,360,2,4,OWO,IKR,OBS,
102,"['IKR', 'OWO']",KM 21 AGO OKA OBA AKOKO,KAA 186 FK & KTU 97 XN,CAR & TRL,PVT & COM,NISSAN & HOWO,PREMIRA & TRL,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,12,4,2017,780,1500,720,2,10,IKR,OWO,SPV,
103,"['IKR', 'ISUA']",KM 18 OKIA VALLEY,XA 868 ABT,TRK,COM,DAF,TRK,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,4,14,2017,600,1560,960,1,4,IKR,ISUA,BFL,
104,"['IKR', 'ISUA']",KM 18 OKIA VALLEY,01Z121FG & BEN 133 YQ,P/UP & BUS,GOV & COM,2 TYT,HILUX & HIACE,4.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,6.0,0.0,0.0,19.0,4,14,2017,300,1260,960,2,16,IKR,ISUA,RTV,
105,"['IKR', 'ADO']",KM 2 NYSC CAMP,HIT & RUN,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,4,15,2017,180,420,240,0,18,IKR,ADO,SPV,
106,"['IKR', 'ISUA']",KM 18 OKE - OKA,MSH 51 XA,BUS,COM,PGT,J5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,4,16,2017,39720,39900,180,1,1,IKR,ISUA,BFL,
107,"['IKR', 'OWO']",KM 22 OGO AJAYI OBA AKOKO,"KJA 851 XU, MUS 976 DA & LND 689 DK",TRL & 2 CAR,COM & 2 PVT,MARK & 2 TYT,TRL & 2 COROLLA,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,1.0,10.0,4,22,2017,180,900,720,3,9,IKR,OWO,SPV,
108,"['OND', 'AKR']",KM 13 OWENA,NND 855 AA & EPE 96 BG,CAR & BUS,PVT & COM,2 TYT,COROLLA & HIACE,9.0,6.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,1.0,16.0,9,4,2017,120,1320,1200,2,17,OND,AKR,SPV,
109,"['OND', 'IFE']",KM 12 IYANA,RLG 450 XA & NO NOS,BUS & TRK,2 COM,SUZUKI & ASTON 3POLE,CARRY BUS & TRK,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,6.0,3.0,3.0,0.0,0.0,6.0,4,17,2017,120,720,600,2,19,OND,IFE,SPV,ROV
110,"['OND', 'T/SHIP']",KM 3 DIAMOND BANK,XB 733 BD,BUS,COM,MAZDA,EZ 300,3.0,5.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,9.0,4,21,2017,180,780,600,1,11,OND,T/SHIP,SPV,BFL
111,"['OND', 'ORE']",KM 02 IFE PARK R/ABOUT,NO NOS,TRK,COM,MARK,TRK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4,21,2017,3600,3720,120,1,5,OND,ORE,SPV,LOC
112,"['OND', 'IFE']",KM 5 VALENTINO JUNCTION,KJA 544 DC,BUS,COM,TYT,SIENNA,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,4.0,4,23,2017,120,600,480,1,18,OND,IFE,SPV,
113,"['IFON', 'OWO']",KM 1 OPP AKURE PARK,LSD 872 CZ,CAR,PVT,HONDA,ACCORD,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4,30,2017,180,360,180,1,8,IFON,OWO,SLV,
114,"['AKR', 'OWO']",KM 20 OGBESE,KTU B151 BP & CM 175 RSH,2 CAR,2 PVT,HONDA & NISSAN,JAZZ & PRIMERA,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,1,5,2017,300,1200,900,2,9,AKR,OWO,SPV,
115,"['AKR', 'OWO']",KM 1 AFTER BASE,KTP 214 XA & MUS 506 XS,CAR & TRK,2 COM,V/WAGEN & DAF,GOLF & TRK,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,5.0,1,5,2017,60,180,120,2,22,AKR,OWO,SPV,DGD
116,"['AKR', 'IPT']",KM 12 ERO JUNCTION,"FST 611 XA, XY 942 EKY & MUS 213 XT",2 TRK & BUS,3 COM,"SCANIA, TYT & M/BENZ","TRK, HIACE & TRK",14.0,2.0,3.0,0.0,19.0,1.0,0.0,0.0,0.0,1.0,19.0,2.0,3.0,0.0,24.0,7,5,2017,600,1500,900,3,6,AKR,IPT,DGD,OBS
117,"['AKR', 'T/SHIP']",20M FUTA JUNCTION,"AKR 334 YT, WWW 357 AE & NND 144 YJ",3 CAR,3 PVT,"NISSAN, MAZDA & BOVER BM","ALMERA, 323 & BM 100",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,7.0,7,5,2017,180,600,420,3,7,AKR,T/SHIP,BFL,
118,"['AKR', 'IPT']",KM 13 IGBARA OKE,"AAA 605 XS, AKR 221 YW & MMR 176 XA & NO NOS",3 BUS & TRK,4 COM,"FOTO, TYT, PGT & TRK","BUS, HIACE , J5 & TRK",9.0,3.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,4.0,32.0,3.0,0.0,0.0,35.0,11,5,2017,300,1200,900,4,23,AKR,IPT,DGD,WOV
119,"['AKR', 'OND']",KM 11 BOLORUNDURO,JJJ 968 DR & KJA 322 EC,JEEP & CAR,2 PVT,TYT & KIA,RAV4 & SPORTAGE,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,6.0,5,15,2017,600,1500,900,2,17,AKR,OND,SPV,
120,"['AKR', 'IPT']",KM 12 B4 ERO COLLEGE,KPA 328 LG,BUS,GOV,TYT,HIACE ,3.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,14.0,5,16,2017,300,600,300,1,13,AKR,IPT,SPV,
121,"['AKR', 'IPT']",KM 12.5 ERO COLLEGE,XC 265 EGB,BUS,COM,MAZDA,BUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,6.0,5,16,2017,180,300,120,1,13,AKR,IPT,SPV,
122,"['AKR', 'OWO']",KM 8 OBA ILE JUNCT. ALONG EXPRESS,"LSD 883 XF, NO NOS & MUS 142 AP",2 BUS & BIKE,2 PVT & COM,2 TYT & HAOJUE,"HIACE, SIENNA & SUZUKI",1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,19.0,4.0,0.0,0.0,23.0,5,23,2017,120,480,360,3,14,AKR,OWO,WOV,SPV
123,"['AKR', 'IPT']",KM 10 IGBARA OKE,KPA 222 LG & BEKY 643 XM,BUS & TRK,2 COM,TYT & DAF,HIACE & TRK,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,5.0,5,26,2017,240,1140,900,2,4,AKR,IPT,OVL,SPV
124,"['ORE', 'LAG']",KM 53 ONITEA ARIFEM  FILLING STATION,XJ 434 USL,BUS,COM,HYUNDAI,BUS,3.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,2.0,3.0,18.0,5,5,2017,300,600,300,1,13,ORE,LAG,SPV,
125,"['OWO', 'AKR']",KM 10 EMURE ULI,"LND 957 XB, LND 688 EE & 50V80 FG",2 BUS & JEEP ,2 PVT & GOV,3 TYT,"SIENNA, PRADO & COASTER",5.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,14.0,4,5,2017,600,900,300,3,11,OWO,AKR,MDV,
126,"['OWO', 'AKR']",KM 28 OGBESE,GWA 407 XN,TNK,COM,DAF,TNK,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,11,5,2017,300,840,540,1,17,OWO,AKR,MDV,
127,"['OWO', 'AKR']",KM 4 FIRST MOLAQ JUNC.,WWW 160 QV & AAA 760 QH,2 BIKE,2 COM,2 BAJAJ,2 BOXERS,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,5,18,2017,120,300,180,2,18,OWO,AKR,DGD,
128,"['OWO', 'IKR']",KM 8 AGO PANU,AG 179 ANG & MUS 747 XD,CAR & BUS,PVT & COM,NISSAN & TYT,ALMERA & HIACE,4.0,5.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,2.0,6.0,5.0,0.0,0.0,11.0,5,18,2017,180,480,300,2,18,OWO,IKR,DGD,
129,"['OWO', 'AKR']",KM 18 AMURIN,LND 259 XR & JJJ 882 XA,P/UP & CAR,2 COM,MIST & FORD,CANTER & E150,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,5,18,2017,180,360,180,2,22,OWO,AKR,SPV,
130,"['OWO', 'T/SHIP']",KM 3 IMADE COLLEGE,JJJ 738 XG & NO NOS,TRK & BIKE,2 COM,DAF & BAJAJ,TRK & BOXERS,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,5,24,2017,240,480,240,2,16,OWO,T/SHIP,DGD,
131,"['IKR', 'T/SHIP']",2O M  WEMA BANK OPP FRSC BASE IKR,QX 10 AKD,BIKE,COM,HAOJUE,SUZUKI,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,4,5,2017,60,180,120,1,9,IKR,T/SHIP,BFL,
132,"['IKR', 'OWO']",KM 02 SHAKUME ,XA 860 CRC,BUS,COM,FIAT,J5,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,10.0,6,5,2017,240,420,180,1,3,IKR,OWO,SPV,
133,"['IKR', 'OWO']",KM 21 OPP MTN MAST,AKR 10 MS,CAR,PVT,TYT,CAMRY,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,5.0,6,5,2017,180,540,360,1,11,IKR,OWO,SPV,
134,"['IKR', 'ISUA']",KM 18 OKIA HILL,DJA 02 XA,TRK,COM,MAN DIESEL,TRK,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,7,5,2017,240,960,720,1,7,IKR,ISUA,BFL,
135,"['IKR', 'OWO']",KM 02 SHAKUME BRIDGE ,MKA 411 YJ,BUS,COM,FIAT,J5,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,7,5,2017,60,180,120,1,11,IKR,OWO,SPV,
136,"['IKR', 'AJW']",KM 19 GEDEGEDE BRIDGE,ABJ 872 YJ,BUS,COM,TYT,HIACE ,6.0,0.0,1.0,0.0,7.0,10.0,0.0,2.0,0.0,12.0,16.0,0.0,3.0,0.0,19.0,5,13,2017,180,960,780,1,3,IKR,AJW,SPV,
137,"['OND', 'T/SHIP']",KM 04 OGBODU STREET ODOTU,LND 812 QB,BIKE,COM,BAJAJ,BOXERS,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,7,5,2017,120,480,360,1,22,OND,T/SHIP,SPV,
138,"['OND', 'IFE']",KM 5 PELE,LND 865 BP & NO NOS,CAR & BIKE,PVT & COM,TYT & JINCHANG,CARINA & BIKE,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,11,5,2017,120,600,480,2,7,OND,IFE,SPV,DGD
139,"['OND', 'IFE']",KM 13 PELE,ND 865 LSD & GKB 701 QA,CAR & BIKE,PVT & COM,TYT & HAOJUE,CAMRY & HONDA,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,11,5,2017,120,1020,900,2,17,OND,IFE,SPV,DGD
140,"['OND', 'ORE']",KM 9 LIYETU,FKJ 428 XQ,CAR,COM,MAZDA,CARINA & BIKE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,5,16,2017,1200,2040,840,1,8,OND,ORE,SPV,LOC
141,"['OND', 'ORE']",KM 8 IGBADO ,"LSD 467 XC, LSR 562 BB & XA 715 KLK",2 TRK & JEEP,2 COM & PVT,"DAF, LEXUS & MAN DISEAL",2 TRK & JEEP,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,5,16,2017,180,900,720,3,13,OND,ORE,SPV,LOC
142,"['OND', 'ORE']",KM 7 INDICO AXIS,PKM 246 XA & QZ 188 RE,TRL & BIKE,2 COM,DAF &  HAOJUE,TRL & SUZUKI,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,5,23,2017,120,720,600,2,9,OND,ORE,SPV,
143,"['OND', 'ORE']",KM 3 IFE R/ABOUT,APP 873 XJ ,BUS,COM,V/WAGEN,BUS,3.0,5.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,9.0,17.0,0.0,0.0,26.0,5,27,2017,120,480,360,1,5,OND,ORE,SPV,LOC
144,"['OND', 'ORE']",KM 12 IGBADO,BDR 789 AA & EKY 935 AQ,JEEP & CAR,2 PVT,NISSAN & V/WAGEN,PATHFINDER & GOLF,4.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,5.0,5,29,2017,120,960,840,2,21,OND,ORE,SPV,
145,"['AKR', 'IPT']",KM 12 ERO,NO NOS & NOS NOT SEEN,2 BUS,2 COM,TYT & FIAT,HIACE & DUCATO,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,1,6,2017,300,600,300,2,20,AKR,IPT,DGD,
146,"['AKR', 'OWO']",KM 3 QUARTER GUARD AREA,"RSH 34 FM, JTA 252 XA & NO NOS","JEEP, CAR & BIKE",PVT & 2 COM,"PATHFINDER, NISSAN & BAJAJ","JEEP, ALMERA & BIKE",2.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,8.0,6,6,2017,300,600,300,3,17,AKR,OWO,DGD,SPV
147,"['AKR', 'ADO']",KM 1 NEAR IGOBA JUNCT,LSR 736 CZ & BEN 349 DY,CAR & CAR,2 PVT,TYT & M/BENZ,CAMRY & FOMATIC,3.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,4.0,7,6,2017,240,840,600,2,21,AKR,ADO,DGD,
148,"['AKR', 'OWO']",KM 1 ROAD BLOCK,FKJ 240 XC & LSD 715 FG,BUS & CAR,COM & PVT,TYT & HONDA,HIACE & ACCORD,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,10.0,10,6,2017,600,900,300,2,1,AKR,OWO,DGD,
149,"['AKR', 'OWO']",KM 20 OGBESE VILLAGE,RSH 464 ZA & AJA 670 AA,BUS & CAR,COM & PVT,TYT &  NISSAN,HIACE & SUNNY,11.0,1.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,1.0,14.0,1.0,0.0,0.0,15.0,6,16,2017,420,1020,600,2,19,AKR,OWO,SPV,FTQ
150,"['ORE', 'BEN']",KM 22 ASEJIRE VILLAGE,XB 334 LEH & FKJ 473 XD,BUS & TRL,2 COM,TYT & MACK,HIACE & TRL,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4,6,2017,1200,2400,1200,2,9,ORE,BEN,SPV,
151,"['ORE', 'OND']",KM 20 AJUE AXIS,"FST 585 XF, APP 543 XD & FKY 461 BX",2 TRK & BUS,2 COM & PVT,"MAN DIESEL, SCANIA & TYT","TRK, TRK & PICNIC",1.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,4.0,3.0,2.0,0.0,1.0,6.0,4,6,2017,1200,2400,1200,3,11,ORE,OND,SPV,
152,"['OWO', 'AKR']",KM 3 ISUADA JUCNT.,XG 254 KT & XC 470 BAU,TRK & BUS,2 COM,M/BENZ & FIAT,TRK & DUCATOMAXI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,4,6,2017,60,120,60,2,13,OWO,AKR,MDV,SPV
153,"['OWO', 'AKR']",KM 8 B/4 EMURE VILLAGE,XD 886 GNN & FFN 323 XA,2 CAR,2 COM,2 V/WAGEN,2 GOLF ,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,6.0,11,6,2017,420,540,120,2,14,OWO,AKR,DGD,BRD
154,"['OWO', 'AKR']",KM 10 AMURIN VILLAGE,"BEN 139 HT, FKJ 432 HQ & 07DO500",2 CAR & P/UP,2 PVT & GOV,"BENZ, V/WAGEN & TYT","C230, GOLF & HILUX",0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,8.0,6,16,2017,1020,1620,600,3,17,OWO,AKR,OBS,SPV
155,"['IKR', 'OWO']",KM  2 ODORUWA BRIDGE IKR,DBT 293 XA,TRL,COM,HOWO,TRL,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,10,6,2017,780,1140,360,1,22,IKR,OWO,SPV,
156,"['IKR', 'ISUA']",KM 18 OKE OKA,NO NOS,TRL,COM,MACK,TRL,4.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,2.0,4.0,1.0,0.0,1.0,6.0,11,6,2017,300,1020,720,1,9,IKR,ISUA,BFL,
157,"['IKR', 'ISUA']",KM 19 OKIA VALLEY,NO NOS,TRL,COM,IVECO,TRL,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,4.0,6,13,2017,600,1620,1020,1,3,IKR,ISUA,BFL,LOC
158,"['IKR', 'ISUA']",KM 19 OKE OKA,BDG 93 XC,TRK,COM,SCANIA,TRK,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,6,14,2017,60,180,120,1,13,IKR,ISUA,BFL,
159,"['IKR', 'ISUA']",KM 21 OKIA HILL,KMC 592 ZB,TRL,COM,MACK,TRL,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,6,24,2017,360,1200,840,1,14,IKR,ISUA,SPV,
160,"['IKR', 'ISUA']",KM 5 ADELOJU VILLAGE IBOROPA,JJJ 627 BF,CAR,PVT,TYT,CAMRY,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,4.0,6,25,2017,360,1200,840,1,16,IKR,ISUA,SPV,
161,"['IKR', 'AJW']",KM 6 OPP CMRD ADETUJI HOSE ERUSU AKOKO,MUS 154  XA,BUS,COM,TYT,HIACE,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,8.0,6,28,2017,60,240,180,1,13,IKR,AJW,SPV,
162,"['OND', 'ORE']",KM 7 AHOYAYA,FST 765 AZ & SMK 508 QB,CAR & BIKE,PVT & COM,NISSAN & HAOJUE,PRIEMERA & SUZUKI,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,12,6,2017,120,660,540,2,7,OND,ORE,UPD,LOC
